state_county_fips,POPESTIMATE2019,STNAME,Abbreviation,STATE,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM,PopDensity2010
20191,22836,Kansas,KS,20,40.5,39,42,20.4
20193,7777,Kansas,KS,20,35.8,35.35,36.85,7.4
20195,2803,Kansas,KS,20,49.45,48.35,50.55,3.4
20197,6931,Kansas,KS,20,42.85,42.4,43.45,8.9
20199,1518,Kansas,KS,20,43.25,44.35,42.85,1.6
20201,5406,Kansas,KS,20,45.95,43.75,48.1,6.5
20203,2119,Kansas,KS,20,40.3,39.9,40.85,3.1
20205,8525,Kansas,KS,20,43,41.5,44.4,16.5
20207,3138,Kansas,KS,20,47.4,45.85,48.9,6.6
20209,165429,Kansas,KS,20,33.45,32.65,34.25,1039
17001,65435,Illinois,IL,17,41.05,39.5,42.55,78.5
17003,5761,Illinois,IL,17,42.55,41.3,43.6,35
17005,16426,Illinois,IL,17,40.85,39.3,43.4,46.7
17007,53544,Illinois,IL,17,38.35,37.5,39.1,193
17009,6578,Illinois,IL,17,37.5,35.6,42.7,22.7
17011,32628,Illinois,IL,17,43.75,42.4,44.8,40.2
17013,4739,Illinois,IL,17,46,44.9,46.85,20
17015,14305,Illinois,IL,17,47.4,45.95,48.65,34.6
17017,12147,Illinois,IL,17,39.3,37.6,41.15,36.3
17019,209689,Illinois,IL,17,29.45,28.1,30.9,201.8
17021,32304,Illinois,IL,17,42.35,40.5,44.1,49.1
17023,15441,Illinois,IL,17,42.35,41,43.55,32.6
17025,13184,Illinois,IL,17,42.55,41.15,44,29.5
17027,37562,Illinois,IL,17,40.25,38.45,42.25,79.7
17029,50621,Illinois,IL,17,34.1,32.95,35.35,106
17000,12671821,Illinois,IL,17,NULL,NULL,NULL,231.1
17031,5150233,Illinois,IL,17,36,34.8,37.2,5495.1
17033,18667,Illinois,IL,17,41.85,39.9,44.25,44.7
17035,10766,Illinois,IL,17,42.15,41.05,43.05,31.9
17037,104897,Illinois,IL,17,30.5,29.7,31.25,166.6
17039,15638,Illinois,IL,17,42.75,41.7,43.95,41.7
17041,19465,Illinois,IL,17,38.8,37.7,40.2,48
17043,922921,Illinois,IL,17,38.75,37.2,40.25,2799.8
17045,17161,Illinois,IL,17,43.8,42.55,45.3,29.8
17047,6395,Illinois,IL,17,43.15,42.05,44.6,30.2
17049,34008,Illinois,IL,17,39.2,37.3,41.3,71.5
17051,21336,Illinois,IL,17,40.2,38.55,42.4,30.9
17053,12961,Illinois,IL,17,42.4,40.15,44.5,29
17055,38469,Illinois,IL,17,42.3,40.85,43.8,96.8
17057,34340,Illinois,IL,17,42.45,40.4,45.1,42.8
17059,4828,Illinois,IL,17,44.6,43.35,45.9,17.3
17061,12969,Illinois,IL,17,42.65,41.1,44.05,25.6
17063,51054,Illinois,IL,17,37,36.15,37.8,119.8
17065,8116,Illinois,IL,17,43.4,41.9,45,19.5
17067,17708,Illinois,IL,17,45.6,43.85,47.3,24.1
17069,3821,Illinois,IL,17,48.15,46.9,49.3,24.3
17071,6646,Illinois,IL,17,49,48.75,49.15,19.3
17073,48913,Illinois,IL,17,42.5,40.65,44.1,61.3
17075,27114,Illinois,IL,17,43.85,42.25,45.2,26.6
17077,56750,Illinois,IL,17,30.35,28.95,32.1,103.1
17079,9610,Illinois,IL,17,42.8,41.75,43.65,19.6
17081,37684,Illinois,IL,17,40.75,39.1,42.75,68
17083,21773,Illinois,IL,17,42,40.95,43.1,62.2
17085,21235,Illinois,IL,17,48.5,46.9,49.95,37.7
17087,12417,Illinois,IL,17,42.7,40.1,46.65,36.6
17089,532403,Illinois,IL,17,36,35,36.9,990.8
17091,109862,Illinois,IL,17,37.4,36.25,38.55,167.7
17093,128990,Illinois,IL,17,34.1,33.45,34.7,358.2
17095,49699,Illinois,IL,17,42.2,39.9,44.6,73.9
17097,696535,Illinois,IL,17,37.7,36.1,39.25,1585.6
17099,108669,Illinois,IL,17,41.6,39.95,43.35,100.4
17101,15678,Illinois,IL,17,39.9,37.15,44.7,45.2
17103,34096,Illinois,IL,17,42.95,41.8,44.55,49.7
17105,35648,Illinois,IL,17,41.25,39.5,42.9,37.3
17107,28618,Illinois,IL,17,39.7,37.55,42.15,49
17109,29682,Illinois,IL,17,31.65,29.5,33.85,55.3
17111,307774,Illinois,IL,17,39.55,38.4,40.55,511.9
17113,171517,Illinois,IL,17,32.55,32.05,33.05,143.3
17115,104009,Illinois,IL,17,40.65,39.35,41.9,190.8
17117,44926,Illinois,IL,17,42.65,41.25,44.15,55.4
17119,262966,Illinois,IL,17,39.55,38.05,41,376.3
17121,37205,Illinois,IL,17,41.55,40,43.1,68.9
17123,11438,Illinois,IL,17,45.6,44.05,47.2,32.7
17125,13359,Illinois,IL,17,44.8,43.7,45.8,27.2
17127,13772,Illinois,IL,17,43.25,42.55,43.85,65
17129,12196,Illinois,IL,17,43.05,41.8,44.1,40.4
17131,15437,Illinois,IL,17,44.55,43.45,45.5,29.3
17133,34637,Illinois,IL,17,42.2,40.65,43.5,85.6
17135,28414,Illinois,IL,17,42.5,40.3,45.15,42.8
17137,33658,Illinois,IL,17,41.15,38.95,43.6,62.5
17139,14501,Illinois,IL,17,39.7,38.05,41.25,44.2
17141,50643,Illinois,IL,17,41.95,40.95,42.85,70.5
17143,179179,Illinois,IL,17,36.95,35.45,38.45,301.2
17145,20916,Illinois,IL,17,40.35,37.8,43.75,50.6
17147,16344,Illinois,IL,17,42.85,41.6,44.1,38.1
17149,15561,Illinois,IL,17,42.65,40.9,44.6,19.8
17151,4177,Illinois,IL,17,49.1,47.05,51,12.1
17153,5335,Illinois,IL,17,43.55,42.4,44.65,30.9
17155,5739,Illinois,IL,17,46.5,44.9,47.85,37.5
17157,31782,Illinois,IL,17,41.55,39.45,44.95,58.2
17159,15513,Illinois,IL,17,42.25,40.4,44.2,45.1
17161,141879,Illinois,IL,17,40,38.5,41.65,345
17163,259686,Illinois,IL,17,37.85,36.2,39.3,410.6
17165,23491,Illinois,IL,17,42.15,39.85,44.15,65.6
17167,194672,Illinois,IL,17,39.65,38,41.2,227.4
17169,6768,Illinois,IL,17,44.45,44,45.05,17.3
17171,4951,Illinois,IL,17,43.6,42.75,44.45,21.3
17173,21634,Illinois,IL,17,44.1,42.9,45.45,29.5
17175,5342,Illinois,IL,17,44.65,43.8,45.5,20.8
17177,44498,Illinois,IL,17,44.3,43.15,45.5,84.5
17179,131803,Illinois,IL,17,40.05,38.65,41.55,208.6
17181,16653,Illinois,IL,17,43.6,42.4,44.9,43.1
17183,75758,Illinois,IL,17,40.05,38.5,41.75,90.9
17185,11520,Illinois,IL,17,42.3,40.25,44.5,53.5
17187,16844,Illinois,IL,17,39.7,38.3,41.1,32.6
17189,13887,Illinois,IL,17,43.1,42.1,43.95,26.2
17191,16215,Illinois,IL,17,42.9,41.7,44.3,23.5
17193,13537,Illinois,IL,17,44.45,43.15,45.75,29.6
17195,55175,Illinois,IL,17,42.7,41.4,43.9,85.5
17197,690743,Illinois,IL,17,36.85,35.85,37.8,809.6
17199,66597,Illinois,IL,17,40.6,39.2,42,157.9
17201,282572,Illinois,IL,17,39.35,38.15,40.45,575.2
17203,38459,Illinois,IL,17,39.9,38.65,41.2,73.3
37001,169509,North Carolina,NC,37,39.25,37.8,40.5,356.5
37003,37497,North Carolina,NC,37,42.8,41.55,44.15,143.1
37005,11137,North Carolina,NC,37,48.6,47.35,50.05,47.5
37007,24446,North Carolina,NC,37,40.35,38.4,43.15,50.7
37009,27203,North Carolina,NC,37,47.15,45.35,48.75,64
37011,17557,North Carolina,NC,37,43.35,41.75,46,72
37013,46994,North Carolina,NC,37,45.1,43.5,46.65,57.7
37015,18947,North Carolina,NC,37,44.15,40.55,48,30.4
37017,32722,North Carolina,NC,37,43,41.45,44.6,40.2
37019,142820,North Carolina,NC,37,50.35,49.05,51.45,126.8
37021,261191,North Carolina,NC,37,41.55,40,43.05,362.9
37023,90485,North Carolina,NC,37,43.25,41.25,45.1,179.3
37025,216453,North Carolina,NC,37,37.6,36.45,38.65,492.1
37027,82178,North Carolina,NC,37,43.25,42.2,44.3,176.1
37029,10867,North Carolina,NC,37,41.35,40.85,41.8,41.5
37031,69473,North Carolina,NC,37,46.6,44.85,48.3,131.3
37033,22604,North Carolina,NC,37,45.1,42.95,47.4,55.8
37035,159551,North Carolina,NC,37,41.05,39.85,42.05,387.1
37037,74470,North Carolina,NC,37,45.95,44.55,47.4,93.1
37039,28612,North Carolina,NC,37,50.15,48.75,51.45,60.3
37041,13943,North Carolina,NC,37,45.8,43.7,47.6,85.8
37043,11231,North Carolina,NC,37,51.2,49.05,53.15,49.3
37045,97947,North Carolina,NC,37,41.6,40.15,42.75,211.3
37047,55508,North Carolina,NC,37,41.1,39.1,43.15,62
37049,102139,North Carolina,NC,37,36.2,33.35,39.1,146
37051,335509,North Carolina,NC,37,31,28.8,33.2,489.7
37053,27763,North Carolina,NC,37,42.3,41.85,42.75,89.9
37055,37009,North Carolina,NC,37,45.05,44.2,46,88.5
37057,167609,North Carolina,NC,37,41.95,40.95,42.8,294.7
37059,42846,North Carolina,NC,37,44.25,43.35,45.2,156.2
37061,58741,North Carolina,NC,37,39.25,37.6,41,71.7
37063,321488,North Carolina,NC,37,34.55,33.7,35.45,935.7
37065,51472,North Carolina,NC,37,40.7,38.25,42.55,111.9
37067,382295,North Carolina,NC,37,37.95,36.5,39.3,859.2
37069,69685,North Carolina,NC,37,40.75,39.05,42.25,123.3
37000,10488084,North Carolina,NC,37,NULL,NULL,NULL,196.1
37071,224529,North Carolina,NC,37,39.9,38.4,41.25,578.8
37073,11562,North Carolina,NC,37,44.6,44.05,45.15,35.8
37075,8441,North Carolina,NC,37,45.05,43.4,46.7,30.3
37077,60443,North Carolina,NC,37,41.65,40.3,43.05,112.7
37079,21069,North Carolina,NC,37,39.5,37.65,42.25,80.3
37081,537174,North Carolina,NC,37,37.05,35.9,38.15,756.4
37083,50010,North Carolina,NC,37,42.7,40.4,44.7,75.5
37085,135976,North Carolina,NC,37,33.6,32.75,34.55,192.7
37087,62317,North Carolina,NC,37,47,45.4,48.5,106.6
37089,117417,North Carolina,NC,37,46.5,44.75,48.4,286.1
37091,23677,North Carolina,NC,37,41.55,39,44.55,69.9
37093,55234,North Carolina,NC,37,31.65,31,32.3,120.2
37095,4937,North Carolina,NC,37,42.95,40.05,47.1,9.5
37097,181806,North Carolina,NC,37,40.15,38.95,41.3,277.8
37099,43938,North Carolina,NC,37,37.4,35.95,38.8,82.1
37101,209339,North Carolina,NC,37,37.65,36.55,38.75,213.4
37103,9419,North Carolina,NC,37,45.5,43.3,47.5,21.6
37105,61779,North Carolina,NC,37,37.65,36.35,39.1,227
37107,55949,North Carolina,NC,37,42,39.55,44.1,148.5
37109,86111,North Carolina,NC,37,42.45,41.65,43.2,262.7
37111,45756,North Carolina,NC,37,43.1,41.5,44.75,102.1
37113,35858,North Carolina,NC,37,49.2,46.9,51,65.8
37115,21755,North Carolina,NC,37,43.75,42.15,45.55,46.2
37117,22440,North Carolina,NC,37,45.6,44.3,46.75,53.1
37119,1110356,North Carolina,NC,37,34.7,33.7,35.6,1755.5
37121,14964,North Carolina,NC,37,47.05,45.35,48.6,70.4
37123,27173,North Carolina,NC,37,41.55,40.45,42.55,56.5
37125,100880,North Carolina,NC,37,44.85,43.1,46.5,126.5
37127,94298,North Carolina,NC,37,41,39.3,42.6,177.3
37129,234473,North Carolina,NC,37,38.05,36.65,39.45,1058.1
37131,19483,North Carolina,NC,37,48,44.9,50.3,41.2
37133,197938,North Carolina,NC,37,25.75,24.2,28.6,233.1
37135,148476,North Carolina,NC,37,33.9,33.35,34.5,336.2
37137,12726,North Carolina,NC,37,50.65,48.55,52.45,39.1
37139,39824,North Carolina,NC,37,37.7,35.9,39.6,179.2
37141,63060,North Carolina,NC,37,42.1,41.2,43,60
37143,13463,North Carolina,NC,37,47.7,46.6,48.65,54.4
37145,39490,North Carolina,NC,37,42.9,41.55,44.1,100.6
37147,180742,North Carolina,NC,37,31.6,30.5,32.6,257.9
37149,20724,North Carolina,NC,37,51.45,49.35,53.3,86.3
37151,143667,North Carolina,NC,37,41.05,40.15,41.85,181.1
37153,44829,North Carolina,NC,37,39.65,37.95,41.15,98.4
37155,130625,North Carolina,NC,37,35.55,34.1,36.85,141.3
37157,91010,North Carolina,NC,37,43.9,42.65,45.1,165.6
37159,142088,North Carolina,NC,37,40.3,39.05,41.55,270.7
37161,67029,North Carolina,NC,37,43.95,42.8,45.05,120.2
37163,63531,North Carolina,NC,37,39.2,38,40.45,67.1
37165,34823,North Carolina,NC,37,38.9,37.1,41,113.4
37167,62806,North Carolina,NC,37,41.6,40.05,43.15,153.3
37169,45591,North Carolina,NC,37,44.75,43.7,45.8,105.6
37171,71783,North Carolina,NC,37,42.95,41.5,44.25,138.4
37173,14271,North Carolina,NC,37,40.95,39.75,42.2,26.5
37175,34385,North Carolina,NC,37,50.5,48.4,52.1,87.4
37177,4016,North Carolina,NC,37,41.7,38.55,47,11.3
37179,239859,North Carolina,NC,37,37.45,36.55,38.25,318.7
37181,44535,North Carolina,NC,37,40.25,38,42.05,179.2
37183,1111761,North Carolina,NC,37,35.55,34.6,36.4,1078.8
37185,19731,North Carolina,NC,37,46.65,44.25,49,48.9
37187,11580,North Carolina,NC,37,45.85,44.3,46.85,38
37189,56177,North Carolina,NC,37,30.15,28.7,31.85,163.4
37191,123131,North Carolina,NC,37,37.05,34.9,39.15,221.7
37193,68412,North Carolina,NC,37,43.9,42.65,45.15,91.9
37195,81801,North Carolina,NC,37,39.9,38.05,41.45,220.6
37197,37667,North Carolina,NC,37,43.3,42.1,44.6,114.7
37199,18069,North Carolina,NC,37,46.7,45,48.55,57
19001,7152,Iowa,IA,19,45.4,44.05,46.9,13.5
19003,3602,Iowa,IA,19,46.65,45.5,47.6,9.5
19005,13687,Iowa,IA,19,44.6,43.3,46.1,22.4
19007,12426,Iowa,IA,19,44.7,43.4,46,25.9
19009,5496,Iowa,IA,19,48.1,46.75,49.2,13.8
19011,25645,Iowa,IA,19,42,41.25,42.8,36.4
19013,131228,Iowa,IA,19,34.5,33.5,35.5,231.7
19015,26234,Iowa,IA,19,41.35,39.5,43.1,46
19017,25062,Iowa,IA,19,39.3,38,40.7,55.7
19019,21175,Iowa,IA,19,39,37.65,40.4,36.7
19021,19620,Iowa,IA,19,35.8,34.6,36.85,35.2
19023,14439,Iowa,IA,19,43.75,42.2,44.95,25.6
19025,9668,Iowa,IA,19,45.6,42.7,48.55,17
19027,20165,Iowa,IA,19,42.1,40.35,43.8,36.6
19029,12836,Iowa,IA,19,44.7,42.55,46.8,24.7
19031,18627,Iowa,IA,19,43,41.9,44.1,31.9
19033,42450,Iowa,IA,19,44,41.65,46.15,77.7
19000,3155070,Iowa,IA,19,NULL,NULL,NULL,54.5
19035,11235,Iowa,IA,19,47,45.5,48.2,20.9
19037,11933,Iowa,IA,19,43.65,42.55,45.05,24.7
19039,9395,Iowa,IA,19,40.2,38.3,41.9,21.5
19041,16016,Iowa,IA,19,42.35,40.6,44.25,29.4
19043,17549,Iowa,IA,19,45.95,44.8,47,23.3
19045,46429,Iowa,IA,19,42.2,40.85,43.3,70.7
19047,16820,Iowa,IA,19,38.25,36.6,39.8,23.9
19049,93453,Iowa,IA,19,34.6,34.25,35,112.4
19051,9000,Iowa,IA,19,38.05,37.3,38.85,17.4
19053,7870,Iowa,IA,19,36.65,34.65,38.85,15.9
19055,17011,Iowa,IA,19,42.8,42,43.6,30.7
19057,38967,Iowa,IA,19,41.85,40.4,43.3,96.9
19059,17258,Iowa,IA,19,48.15,46.1,50.2,43.8
19061,97311,Iowa,IA,19,38.6,37,40.1,154
19063,9208,Iowa,IA,19,41.65,39.6,43.85,26
19065,19650,Iowa,IA,19,43.3,41.5,45.25,28.6
19067,15642,Iowa,IA,19,43.4,41.85,44.8,32.6
19069,10070,Iowa,IA,19,43.3,41.35,45.25,18.4
19071,6960,Iowa,IA,19,45.5,43.75,47.15,14.6
19073,8888,Iowa,IA,19,45.2,42.85,47.2,16.4
19075,12232,Iowa,IA,19,42.8,41.3,44.3,24.8
19077,10689,Iowa,IA,19,45.4,43.8,47,18.5
19079,14773,Iowa,IA,19,42.75,41.25,44.25,27.2
19081,10630,Iowa,IA,19,44.75,43.05,46.2,19.9
19083,16846,Iowa,IA,19,43.9,41.4,46.55,30.8
19085,14049,Iowa,IA,19,43.4,42.25,44.6,21.4
19087,19954,Iowa,IA,19,40.3,38.5,42.4,46.4
19089,9158,Iowa,IA,19,41.85,40.9,43.1,20.2
19091,9558,Iowa,IA,19,43.65,42.05,45.25,22.6
19093,6860,Iowa,IA,19,43.75,41.6,46.1,16.4
19095,16184,Iowa,IA,19,42.5,41.4,43.7,27.9
19097,19439,Iowa,IA,19,44.5,42.95,45.75,31.2
19099,37185,Iowa,IA,19,41.85,40.1,43.95,50.4
19101,18295,Iowa,IA,19,42.35,36.85,48.1,38.7
19103,151140,Iowa,IA,19,29.7,29.35,30.1,213.1
19105,20681,Iowa,IA,19,43.1,41.75,44.5,35.9
19107,10246,Iowa,IA,19,43.8,42.25,45.5,18.1
19109,14813,Iowa,IA,19,46.5,45,47.75,16
19111,33657,Iowa,IA,19,42.85,41.1,44.65,69.3
19113,226706,Iowa,IA,19,37.2,36.1,38.25,294.6
19115,11035,Iowa,IA,19,40.3,39.05,41.9,28.3
19117,8600,Iowa,IA,19,44.4,42.5,46.1,20.7
19119,11755,Iowa,IA,19,38.1,36.65,39.7,19.7
19121,16338,Iowa,IA,19,41,39.65,42,27.9
19123,22095,Iowa,IA,19,39,37.2,40.7,39.2
19125,33253,Iowa,IA,19,38.8,37.6,40.05,60.1
19127,39369,Iowa,IA,19,38.9,37.5,40.55,71
19129,15109,Iowa,IA,19,42.6,42.1,43.05,34.4
19131,10586,Iowa,IA,19,43.75,41.75,45.65,23
19133,8615,Iowa,IA,19,47.35,45.15,48.75,13.3
19135,7707,Iowa,IA,19,42.25,41.05,43.65,18.4
19137,9917,Iowa,IA,19,44.55,43,45.9,25.3
19139,42664,Iowa,IA,19,38.2,37.05,39.3,97.7
19141,13753,Iowa,IA,19,43.5,40.65,46.3,25.1
19143,5958,Iowa,IA,19,44.25,42.05,46.45,16.2
19145,15107,Iowa,IA,19,43.7,41.15,47.25,29.8
19147,8886,Iowa,IA,19,43.05,40.4,45.75,16.7
19149,25177,Iowa,IA,19,41.2,40,42.35,29
19151,6619,Iowa,IA,19,47.1,46.1,47.9,12.7
19153,490161,Iowa,IA,19,35,34.15,35.85,750.5
19155,93206,Iowa,IA,19,39.1,37.6,40.65,98
19157,18504,Iowa,IA,19,40.9,39.3,42.35,32.3
19159,4894,Iowa,IA,19,45.3,42.65,47.35,9.6
19161,9721,Iowa,IA,19,46.4,44.75,48.1,18
19163,172943,Iowa,IA,19,37.7,36.65,38.8,360.7
19165,11454,Iowa,IA,19,46.05,44.85,47.2,20.6
19167,34855,Iowa,IA,19,33.05,32.05,33.95,43.9
19169,97117,Iowa,IA,19,26.15,25.05,27.75,156.3
19171,16854,Iowa,IA,19,42.3,41.05,43.55,24.6
19173,6121,Iowa,IA,19,43.6,42,45.3,11.9
19175,12241,Iowa,IA,19,41,39.6,42.45,29.6
19177,7044,Iowa,IA,19,44.3,43.05,45.65,15.6
19179,34969,Iowa,IA,19,39.8,38.25,41.6,82.5
19181,51466,Iowa,IA,19,38.35,37.35,39.35,81.1
19183,21965,Iowa,IA,19,41.2,39.65,42.6,38.2
19185,6441,Iowa,IA,19,44.05,42.8,45.2,12.2
19187,35904,Iowa,IA,19,39.5,36.35,42.95,53.1
19189,10354,Iowa,IA,19,43.45,40.9,45.15,27.1
19191,19991,Iowa,IA,19,40.15,39.3,40.9,30.5
19193,103107,Iowa,IA,19,35.45,34.2,36.75,117.1
19195,7381,Iowa,IA,19,44.15,43.45,44.75,19
19197,12562,Iowa,IA,19,44.3,42.65,45.9,22.8
47001,76978,Tennessee,TN,47,43,41.2,44.6,222.8
47003,49713,Tennessee,TN,47,37.2,35.95,38.4,95.1
47005,16160,Tennessee,TN,47,46.55,44.95,48.05,41.8
47007,15064,Tennessee,TN,47,43.3,41.65,46.05,31.7
47009,133088,Tennessee,TN,47,42.85,41.7,43.9,220.2
47011,108110,Tennessee,TN,47,39,37.7,40.2,301
47013,39842,Tennessee,TN,47,43.1,42,44.2,84.8
47015,14678,Tennessee,TN,47,42.3,40.9,43.8,52
47017,27767,Tennessee,TN,47,42.1,40.25,43.8,47.6
47019,56391,Tennessee,TN,47,44,42.9,45.1,168.3
47021,40667,Tennessee,TN,47,40.45,39.8,40.95,129.3
47023,17297,Tennessee,TN,47,37.35,36.1,38.4,60
47025,31959,Tennessee,TN,47,42.55,41.4,43.55,74.1
47027,7615,Tennessee,TN,47,46.4,45.7,47.1,33.2
47029,36004,Tennessee,TN,47,44.15,43.2,45,82.1
47031,56520,Tennessee,TN,47,39.8,38.5,41.1,123.1
47033,14230,Tennessee,TN,47,39.95,39,41.05,54.9
47035,60520,Tennessee,TN,47,49.8,48.15,51.2,82.3
47037,694144,Tennessee,TN,47,34.3,33.65,34.9,1243.3
47039,11663,Tennessee,TN,47,45.3,43.5,47.2,35.2
47041,20490,Tennessee,TN,47,41.55,39.85,43.1,61.5
47043,53948,Tennessee,TN,47,39.7,38.25,41.05,101.4
47045,37159,Tennessee,TN,47,39.7,38.4,40.9,74.8
47047,41133,Tennessee,TN,47,44.2,43.2,45.2,54.5
47049,18523,Tennessee,TN,47,44.1,42.9,45.25,36
47051,42208,Tennessee,TN,47,41.95,40.7,43,74
47053,49133,Tennessee,TN,47,39.9,38.3,41.35,82.4
47055,29464,Tennessee,TN,47,43.35,42.35,44.15,48.3
47057,23320,Tennessee,TN,47,43.75,42.65,44.85,80.7
47059,69069,Tennessee,TN,47,44,42.65,45.4,110.6
47061,13427,Tennessee,TN,47,42.7,41.05,43.9,38
47063,64934,Tennessee,TN,47,40.55,39,41.95,388
47065,367804,Tennessee,TN,47,39.55,38.05,41.05,620.3
47067,6620,Tennessee,TN,47,43.5,42.35,44.9,30.7
47069,25050,Tennessee,TN,47,40,37.8,43.3,40.8
47071,25652,Tennessee,TN,47,44.65,43.75,45.65,45.1
47073,56786,Tennessee,TN,47,43.65,42.75,44.55,116.7
47075,17304,Tennessee,TN,47,40.35,38.45,41.95,35.2
47077,28117,Tennessee,TN,47,40.35,38.85,41.7,53.4
47079,32345,Tennessee,TN,47,45,43.5,46.45,57.5
47081,25178,Tennessee,TN,47,40.9,39.35,42.65,40.3
47083,8201,Tennessee,TN,47,43,41.95,43.9,42.1
47085,18582,Tennessee,TN,47,43,41.6,44.1,34.9
47087,11786,Tennessee,TN,47,46.15,45.5,46.75,37.7
47000,6829174,Tennessee,TN,47,NULL,NULL,NULL,153.9
47089,54495,Tennessee,TN,47,42.65,41.5,43.75,187.6
47091,17788,Tennessee,TN,47,44.55,42.6,47.6,61.1
47093,470313,Tennessee,TN,47,37.3,35.9,38.75,850.5
47095,7016,Tennessee,TN,47,38.95,36.25,45.4,47.2
47097,25633,Tennessee,TN,47,37.2,35.35,39.6,58.9
47099,44142,Tennessee,TN,47,39.7,38.35,41.1,67.8
47101,12268,Tennessee,TN,47,42.9,41.35,44.35,43.1
47103,34366,Tennessee,TN,47,42.75,41.1,44.05,58.5
47105,54068,Tennessee,TN,47,46.75,45.5,47.95,211.8
47107,53794,Tennessee,TN,47,42.55,41.55,43.55,121.5
47109,25694,Tennessee,TN,47,42.45,40.9,43.75,46.3
47111,24602,Tennessee,TN,47,38.85,37.9,39.8,72.4
47113,97984,Tennessee,TN,47,37.7,36.25,39.1,176.4
47115,28907,Tennessee,TN,47,42.9,41.45,44.3,56.7
47117,34375,Tennessee,TN,47,39.7,38.65,40.75,81.5
47119,96387,Tennessee,TN,47,38.8,37.5,40,132
47121,12422,Tennessee,TN,47,44.3,43.95,44.7,60.2
47123,46545,Tennessee,TN,47,43.1,41.7,44.3,70
47125,208993,Tennessee,TN,47,30.35,29.65,31.2,319.6
47127,6488,Tennessee,TN,47,44.65,44.2,45.35,49.2
47129,21403,Tennessee,TN,47,41.4,39.65,43.6,42.1
47131,30069,Tennessee,TN,47,42.35,41.05,43.55,58.4
47133,22241,Tennessee,TN,47,42.6,41.25,44,50.9
47135,8076,Tennessee,TN,47,43.2,41.9,44.35,19.1
47137,5048,Tennessee,TN,47,48.55,47.6,49.55,31.2
47139,16832,Tennessee,TN,47,43.95,43.05,44.8,38.7
47141,80245,Tennessee,TN,47,36.05,33.6,38.5,180.3
47143,33167,Tennessee,TN,47,40.6,39.5,41.5,100.9
47145,53382,Tennessee,TN,47,46.4,45.1,47.65,150.2
47147,71813,Tennessee,TN,47,38.3,37.2,39.4,139.2
47149,332285,Tennessee,TN,47,33.15,32.2,34.05,424
47151,22068,Tennessee,TN,47,38.85,37.8,39.9,41.8
47153,15026,Tennessee,TN,47,42.55,41.75,43.5,53.1
47155,98250,Tennessee,TN,47,42.25,40.65,43.6,151.7
47157,937166,Tennessee,TN,47,34.95,33.3,36.55,1215.5
47159,20157,Tennessee,TN,47,40.75,39.5,41.8,61
47161,13715,Tennessee,TN,47,43.85,42.7,45.05,29
47163,158348,Tennessee,TN,47,44.4,43.1,45.75,379.4
47165,191283,Tennessee,TN,47,39.25,38,40.45,303.4
47167,61599,Tennessee,TN,47,37.35,35.85,38.7,133.3
47169,11284,Tennessee,TN,47,39.6,38.35,40.8,68.9
47171,17883,Tennessee,TN,47,46,44.55,47.45,98.4
47173,19972,Tennessee,TN,47,41.55,40.5,42.5,85.5
47175,5872,Tennessee,TN,47,46.15,45.1,47.2,20.3
47177,41277,Tennessee,TN,47,40.1,39,41.25,92.1
47179,129375,Tennessee,TN,47,39.75,38.85,40.6,376.7
47181,16673,Tennessee,TN,47,42.1,39.55,45.7,23.2
47183,33328,Tennessee,TN,47,37.4,35.6,39.2,60.3
47185,27345,Tennessee,TN,47,42.5,41.05,43.9,68.6
47187,238412,Tennessee,TN,47,38.9,38.05,39.7,314.4
47189,144657,Tennessee,TN,47,39.95,39,40.9,199.7
31001,31363,Nebraska,NE,31,37.95,36.15,39.7,55.7
31003,6298,Nebraska,NE,31,46.35,43.95,47.8,7.8
31005,463,Nebraska,NE,31,39.85,39.65,39.2,0.6
31007,745,Nebraska,NE,31,48.1,48.2,48,0.9
31009,465,Nebraska,NE,31,47.2,45.4,48.55,0.7
31011,5192,Nebraska,NE,31,45.5,44.3,46.75,8
31013,10783,Nebraska,NE,31,40.3,39.7,41.3,10.5
31015,1919,Nebraska,NE,31,51.5,50.7,51.9,3.9
31017,2955,Nebraska,NE,31,47.95,46.55,49.5,2.6
31019,49659,Nebraska,NE,31,32.4,31.25,33.7,47.6
31021,6459,Nebraska,NE,31,47.1,45.25,48.35,14
31023,8016,Nebraska,NE,31,43.85,42.15,45.25,14.4
31025,26248,Nebraska,NE,31,41.45,40.3,42.6,45.3
31027,8402,Nebraska,NE,31,44.4,42.6,46,12
31029,3924,Nebraska,NE,31,42.8,41.6,43.85,4.4
31031,5689,Nebraska,NE,31,44.8,42.5,47,1
31033,8910,Nebraska,NE,31,40.35,39.1,41.45,8.4
31035,6203,Nebraska,NE,31,42.8,41.6,43.8,11.4
31037,10709,Nebraska,NE,31,34.2,33.45,34.95,25.5
31039,8846,Nebraska,NE,31,43.6,42.95,44.3,16
31041,10777,Nebraska,NE,31,44.35,42.75,46.1,4.2
31043,20026,Nebraska,NE,31,33.3,32.55,34.2,79.5
31045,8589,Nebraska,NE,31,33.55,31.55,35.65,6.6
31047,23595,Nebraska,NE,31,36.2,35.2,37.1,24
31049,1794,Nebraska,NE,31,48.2,48,48.65,4.4
